allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
Cerritos Community News,News Media,Lean Left,https://www.loscerritosnews.net/,https://www.allsides.com/news-source/cerritos-community-news-media-bias
Chalkbeat,News Media,Center,https://www.chalkbeat.org/,https://www.allsides.com/news-source/chalkbeat-media-bias
Chalkbeat Chicago,News Media,Center,https://chicago.chalkbeat.org/,https://www.allsides.com/news-source/chalkbeat-chicago-media-bias
Channel 3000,News Media,Center,https://www.channel3000.com/,https://www.allsides.com/news-source/channel-3000-media-bias
Channel 4 News (UK),News Media,Lean Left,https://www.channel4.com/news/,https://www.allsides.com/news-source/channel-4-news-uk-media-bias
Charisma Magazine,News Media,Right,https://www.charismamag.com/,https://www.allsides.com/news-source/charisma-magazine-media-bias
Charleston City Paper,News Media,Center,https://charlestoncitypaper.com/,https://www.allsides.com/news-source/charleston-city-paper-media-bias
Charlie Kirk,News Media,Right,https://x.com/charliekirk11,https://www.allsides.com/news-source/charlie-kirk-media-bias
Chattanooga Times Free Press,News Media,Center,https://www.timesfreepress.com/,https://www.allsides.com/news-source/chattanooga-times-free-press-media-bias
Check Your Fact,Fact Check,Center,https://checkyourfact.com/,https://www.allsides.com/news-source/check-your-fact-media-bias
Chicago Booth Initiative on Global Markets,Reference,Mixed,http://www.igmchicago.org/,https://www.allsides.com/news-source/chicago-booth
Chicago Crusader,News Media,Left,https://chicagocrusader.com/,https://www.allsides.com/news-source/chicago-crusader-media-bias
Chicago Defender,News Media,Left,https://chicagodefender.com/,https://www.allsides.com/news-source/chicago-defender-media-bias
Chicago Sun-Times,News Media,Lean Left,http://chicago.suntimes.com/,https://www.allsides.com/news-source/chicago-sun-times
Chicago Tribune,News Media,Center,http://www.chicagotribune.com/,https://www.allsides.com/news-source/chicago-tribune
Children’s Defense Fund,Think Tank / Policy Group,Left,http://www.childrensdefense.org,https://www.allsides.com/news-source/childrens-defense-fund
Christian Coalition,,Lean Right,,https://www.allsides.com/news-source/christian-coalition
Christian Coalition of America,News Media,Lean Right,https://cc.org/,https://www.allsides.com/news-source/christian-coalition-america-media-bias
Christian Headlines,News Media,Center,https://www.christianheadlines.com/,https://www.allsides.com/news-source/christian-headlines-media-bias
Christian News Network,News Media,Right,https://christiannews.net/,https://www.allsides.com/news-source/christian-news-network-media-bias
Christian News Now,News Media,Lean Right,https://christiannewsnow.com/,https://www.allsides.com/news-source/christian-news-now-media-bias
Christian Science Monitor,News Media,Center,http://www.csmonitor.com/,https://www.allsides.com/news-source/christian-science-monitor
Christianity Today,News Media,Center,http://www.christianitytoday.com/,https://www.allsides.com/news-source/christianity-today-media-bias
CHS Capitol Hill Seattle News,News Media,Center,https://www.capitolhillseattle.com/,https://www.allsides.com/news-source/chs-capitol-hill-seattle-news-media-bias
Church Militant,News Media,Right,https://www.churchmilitant.com/,https://www.allsides.com/news-source/church-militant-media-bias
ChurchLeaders.com,News Media,Center,https://churchleaders.com/,https://www.allsides.com/news-source/churchleaderscom-media-bias
Cincinnati Enquirer,News Media,Center,https://www.cincinnati.com/,https://www.allsides.com/news-source/cincinnati-enquirer-media-bias
Citizen Connect,Dialogue & Debate,Mixed,https://citizenconnect.us/,https://www.allsides.com/news-source/citizen-connect-media-bias
Citizen Data,Reference,Lean Left,https://citizendata.com/,https://www.allsides.com/news-source/citizen-data-media-bias
Citizen Tribune,News Media,Center,https://www.citizentribune.com/,https://www.allsides.com/news-source/citizen-tribune-media-bias
Citizens Against Government Waste,,Lean Right,,https://www.allsides.com/news-source/citizens-against-government-waste
Citizens for Tax Justice,,Left,,https://www.allsides.com/news-source/citizens-tax-justice
City Journal,News Media,Right,http://www.city-journal.org,https://www.allsides.com/news-source/city-journal-media-bias
Civic Genius,Think Tank / Policy Group,Center,https://www.ourcivicgenius.org/,https://www.allsides.com/news-source/civic-genius-media-bias
Civic Health Project,Think Tank / Policy Group,Center,https://www.civichealthproject.org/,https://www.allsides.com/news-source/civic-health-project-media-bias
Civil Squared,Think Tank / Policy Group,Lean Left,https://civilsquared.org/,https://www.allsides.com/news-source/civil-squared-media-bias
CivilPolitics.org,Think Tank / Policy Group,Center,http://www.civilpolitics.org/,https://www.allsides.com/news-source/civilpoliticsorg
Clarksdale Press Register,News Media,Center,https://www.pressregister.com/,https://www.allsides.com/news-source/clarksdale-press-register-media-bias
Cleveland Plain Dealer,News Media,Center,http://cleveland.com/,https://www.allsides.com/news-source/cleveland-plain-dealer-media-bias
Click 2 Houston KPRC,News Media,Center,https://www.click2houston.com/,https://www.allsides.com/news-source/click-2-houston-kprc-media-bias
Click Orlando,News Media,Center,https://www.clickorlando.com/,https://www.allsides.com/news-source/click-orlando-media-bias
Clinton Herald,News Media,Center,https://www.clintonherald.com/,https://www.allsides.com/news-source/clinton-herald-media-bias
CN2 News,News Media,Center,https://www.cn2.com/,https://www.allsides.com/news-source/cn2-news-media-bias
CNBC,News Media,Center,http://cnbc.com,https://www.allsides.com/news-source/cnbc
CNET,News Media,Center,http://www.cnet.com,https://www.allsides.com/news-source/cnet
CNN (Opinion),News Media,Left,https://www.cnn.com/opinions,https://www.allsides.com/news-source/cnn-editorial
CNN Business,News Media,Lean Left,https://www.cnn.com/business,https://www.allsides.com/news-source/cnn-business-media-bias
CNN Digital,News Media,Lean Left,http://www.cnn.com,https://www.allsides.com/news-source/cnn-media-bias
CNN Fact Check,Fact Check,Left,https://www.cnn.com/specials/politics/fact-check-politics,https://www.allsides.com/news-source/facts-first-cnn-media-bias
CNSNews.com,News Media,Right,http://cnsnews.com/,https://www.allsides.com/news-source/cnsnewscom
Cody Enterprise,News Media,Center,https://www.codyenterprise.com/,https://www.allsides.com/news-source/cody-enterprise-media-bias
Coffee Party USA,Think Tank / Policy Group,Center,https://coffeepartyusa.com/,https://www.allsides.com/news-source/coffee-party-usa-media-bias
CoinDesk,News Media,Center,https://www.coindesk.com/,https://www.allsides.com/news-source/coindesk-media-bias
Colorado Newsline,News Media,Center,https://coloradonewsline.com/,https://www.allsides.com/news-source/colorado-newsline-media-bias
Colorado Politics,News Media,Center,https://www.coloradopolitics.com/,https://www.allsides.com/news-source/colorado-politics-media-bias
Colorado Springs Gazette,News Media,Center,http://gazette.com/,https://www.allsides.com/news-source/colorado-springs-gazette
Colorado Times Recorder,News Media,Lean Left,https://coloradotimesrecorder.com/,https://www.allsides.com/news-source/colorado-times-recorder-media-bias
Columbia Basin Herald,News Media,Center,https://columbiabasinherald.com/,https://www.allsides.com/news-source/columbia-basin-herald-media-bias
Columbia Daily Tribune,News Media,Center,https://www.columbiatribune.com/,https://www.allsides.com/news-source/columbia-daily-tribune-media-bias
Columbia Journalism Review,News Media,Center,http://www.cjr.org/index.php,https://www.allsides.com/news-source/columbia-journalism-review
Columbia Missourian,News Media,Center,https://www.columbiamissourian.com/,https://www.allsides.com/news-source/columbia-missourian-media-bias-0
Columbia Missourian,News Media,Center,https://www.columbiamissourian.com/news/,https://www.allsides.com/news-source/columbia-missourian-media-bias
Comedy Central,Humor & Satire,Lean Left,http://www.cc.com/,https://www.allsides.com/news-source/comedy-central-media-bias
Commentary Magazine,News Media,Right,https://www.commentary.org/,https://www.allsides.com/news-source/commentary-magazine-media-bias
Commerce City Sentinel Express,News Media,Center,https://commercecitysentinel.com/,https://www.allsides.com/news-source/commerce-city-sentinel-express-media-bias
Committee to Protect Journalists,Think Tank / Policy Group,Center,,https://www.allsides.com/news-source/committee-protect-journalists-media-bias
Common Cause,,Lean Left,,https://www.allsides.com/news-source/common-cause
Common Dreams,News Media,Left,https://www.commondreams.org/,https://www.allsides.com/news-source/common-dreams-media-bias
Common Ground Committee,Think Tank / Policy Group,Center,https://commongroundcommittee.org/,https://www.allsides.com/news-source/common-ground-committee-media-bias
Commonplace,News Media,Lean Right,https://commonplace.org/,https://www.allsides.com/news-source/commonplace-media-bias
Complex,News Media,Center,https://www.complex.com/,https://www.allsides.com/news-source/complex-media-bias
Concord Monitor,News Media,Center,http://www.concordmonitor.com/,https://www.allsides.com/news-source/concord-monitor
Connecticut Post,News Media,Center,https://www.ctpost.com/,https://www.allsides.com/news-source/connecticut-post-media-bias
Connecticut Public,News Media,Center,https://www.ctpublic.org/,https://www.allsides.com/news-source/connecticut-public-media-bias
Conservative HQ,News Media,Right,http://www.conservativehq.com/,https://www.allsides.com/news-source/conservative-hq
Consider This from NPR,Podcast,Lean Left,https://www.npr.org/podcasts/510355/considerthis,https://www.allsides.com/news-source/consider-npr-media-bias
Consumer Federation of America,,Left,,https://www.allsides.com/news-source/consumer-federation-america
Cook Report,News Media,Center,http://cookpolitical.com,https://www.allsides.com/news-source/cook-report
Copperas Cove Leader Press,News Media,Center,https://www.coveleaderpress.com/,https://www.allsides.com/news-source/copperas-cove-leader-press-media-bias
Corsicana Daily Sun,News Media,Center,https://www.corsicanadailysun.com/,https://www.allsides.com/news-source/corsicana-daily-sun-media-bias
Corvallis Gazette-Times,News Media,Center,https://www.gazettetimes.com/,https://www.allsides.com/news-source/corvallis-gazette-times-media-bias
Council on Foreign Relations,Think Tank / Policy Group,Left,http://www.cfr.org,https://www.allsides.com/news-source/council-foreign-relations
Countable,Reference,Center,https://www.countable.us,https://www.allsides.com/news-source/countable-media-bias
Counter Currents,News Media,Lean Left,http://www.countercurrents.org/,https://www.allsides.com/news-source/counter-currents
Counter Pointing,Dialogue & Debate,Mixed,http://www.counterpointing.com,https://www.allsides.com/news-source/counter-pointing
Courier-Post,News Media,Center,https://www.courierpostonline.com/,https://www.allsides.com/news-source/courier-post-media-bias
Covering Katy News,News Media,Center,https://coveringkaty.com/,https://www.allsides.com/news-source/covering-katy-news-media-bias
Cowboy State Daily,News Media,Lean Right,https://cowboystatedaily.com/,https://www.allsides.com/news-source/cowboy-state-daily-media-bias
Crossroads Today,News Media,Center,https://www.crossroadstoday.com/,https://www.allsides.com/news-source/crossroads-today-media-bias
CrowdPAC,News Media,Center,https://www.crowdpac.com/,https://www.allsides.com/news-source/crowdpac
Crunchbase News,News Media,Center,https://news.crunchbase.com/,https://www.allsides.com/news-source/crunchbase-news-media-bias
CT Mirror,News Media,Center,https://ctmirror.org/,https://www.allsides.com/news-source/ct-mirror-media-bias
CT News Junkie,News Media,Lean Left,https://ctnewsjunkie.com/,https://www.allsides.com/news-source/ct-news-junkie-media-bias
CU Independent,News Media,Center,http://cuindependent.com/,https://www.allsides.com/news-source/cu-independent
Culture Map Dallas,News Media,Center,https://dallas.culturemap.com/,https://www.allsides.com/news-source/culture-map-dallas-media-bias
Cumberland Times-News,News Media,Center,https://www.times-news.com/,https://www.allsides.com/news-source/cumberland-times-news-media-bias
Current Affairs,News Media,Left,https://www.currentaffairs.org,https://www.allsides.com/news-source/current-affairs-media-bias
Current Publishing,News Media,Center,https://youarecurrent.com/,https://www.allsides.com/news-source/current-publishing-media-bias
Daily Beast,News Media,Left,http://www.thedailybeast.com/,https://www.allsides.com/news-source/daily-beast-media-bias
Daily Breeze,News Media,Center,https://www.dailybreeze.com/,https://www.allsides.com/news-source/daily-breeze-media-bias
Daily Cardinal,News Media,Center,http://www.dailycardinal.com/,https://www.allsides.com/news-source/daily-cardinal
Daily Chela,News Media,Left,https://www.dailychela.com/,https://www.allsides.com/news-source/daily-chela-media-bias
Daily Citizen,News Media,Right,https://dailycitizen.focusonthefamily.com/,https://www.allsides.com/news-source/daily-citizen-media-bias
